"Gene_ID","log2FC","p_value","adjusted_p_value","Regulation","Gene_Symbol","Gene_Name"
"ENSG00000163605",-0.28901445439285,0.597895846432715,0.8413278307154,"NS","PPP4R2","protein phosphatase 4 regulatory subunit 2"
"ENSG00000255423",-0.550099398237313,0.649540462216927,0.869606189510353,"NS","EBLN2","endogenous Bornavirus like nucleoprotein 2"
"ENSG00000145050",-0.854870182391069,0.174635621540183,0.476986950086349,"NS","MANF","mesencephalic astrocyte derived neurotrophic factor"
"ENSG00000259956",-0.206743871076488,0.653906048595431,0.872116590792078,"NS","RBM15B","RNA binding motif protein 15B"
"ENSG00000172771",-0.383746600546221,0.800984559057797,0.932638814147632,"NS","EFCAB12","EF-hand calcium binding domain 12"
"ENSG00000240891",-0.588270400287578,0.523533852312293,0.799909976901473,"NS","PLCXD2","phosphatidylinositol specific phospholipase C X domain containing 2"
"ENSG00000279891",-0.312151793550017,0.809468911678458,0.936251965238073,"NS","FLJ42393","uncharacterized LOC401105"
"ENSG00000157005",8.55781415453053,0.000702839748712486,0.0125511936812247,"Up","SST","somatostatin"
"ENSG00000113916",-4.04031937231953,3.0887361633415e-05,0.00128599009587213,"Down","BCL6","BCL6 transcription repressor"
"ENSG00000290021",-6.68283826179784,6.56129155197755e-05,0.00224426453961718,"Down",NA,NA
"ENSG00000289331",-5.84987991629398,0.0123663770376216,0.0924173649335933,"NS",NA,NA
"ENSG00000174500",-1.57569012679904,0.214466721190281,0.530806925550876,"NS","GCSAM","germinal center associated signaling and motility"
"ENSG00000261488",3.21221615024645,5.72708408325952e-05,0.00201153649957518,"Up","TBILA","TGF-beta induced lncRNA"
"ENSG00000172139",3.75645376268682,0.00101609416485763,0.0163820315933862,"Up","SLC9C1","solute carrier family 9 member C1"
"ENSG00000244144",3.31874418117348,0.0208117514682173,0.132139296209113,"NS",NA,NA
"ENSG00000293339",-1.06053848658953,0.170898206673074,0.472036923345929,"NS","HMGB1P5","high mobility group box 1 pseudogene 5"
"ENSG00000239388",-1.56692219629805,0.119987593339725,0.391383103400198,"NS","ASB14","ankyrin repeat and SOCS box containing 14"
"ENSG00000169282",-0.117544051126441,0.883044363279089,0.962473626627262,"NS","KCNAB1","potassium voltage-gated channel subfamily A regulatory beta subunit 1"
"ENSG00000206560",0.405343843379612,0.348603898986496,0.669310157006854,"NS","ANKRD28","ankyrin repeat domain 28"
"ENSG00000172888",-0.137771051473525,0.778456435600295,0.924788775458261,"NS","ZNF621","zinc finger protein 621"
"ENSG00000154165",-0.019197445980941,0.989891835089146,0.996705999254426,"NS","GPR15","G protein-coupled receptor 15"
"ENSG00000271858",0.889935689279574,0.634816437489204,0.862497684912862,"NS","LOC101928965","uncharacterized LOC101928965"
"ENSG00000289504",-0.209786719438169,0.840297584148506,0.947701273053861,"NS",NA,NA
"ENSG00000273356",-1.65699375966701,0.0288199331501872,0.164063734246534,"NS",NA,NA
"ENSG00000293268",0.38768641897389,0.416148936081116,0.725267640972912,"NS","LOC124906262","endogenous retrovirus group K member 5 Gag polyprotein"
"ENSG00000214021",0.590445428380618,0.305960831845876,0.629492939447333,"NS","TTLL3","tubulin tyrosine ligase like 3"
"ENSG00000269982",0.687276254256075,0.361021492588459,0.679738949027482,"NS",NA,NA
"ENSG00000151967",-0.0737621777167378,0.957132518640702,0.98706480734543,"NS","SCHIP1","schwannomin interacting protein 1"
"ENSG00000243701",-0.604182400793167,0.573934531975206,0.82826732762591,"NS","DUBR","DPPA2 upstream binding RNA"
"ENSG00000174840",0.329386691146196,0.515070219234537,0.794848156648512,"NS","PDE12","phosphodiesterase 12"
